title,author,publisher,date,format,contrib_personal,contrib_corporate,location
De la memoria : glosa para Eliseo Diego /,"Hernández Milián, Juan Luis, 1938-","Ediciones Vigía,",2013.,2 folded leaves : illustrations ;,"Ación, Estela, Milián Maura, Gjorge Michel","Ediciones Vigía,",SEVIER-OV PQ7390 .H3977 D4 2013
Las silabas del agua = The syllables of water /,"Ponce, Adianes,","Ediciones Vigía,",2013.,1 sheet : illustrations ;,"Rivero, Héctor R. Ponce, Agustina,","Ediciones Vigía,",SEVIER-OV F1819 .M4 P66 2013
Hendiduras /,"Ponce, Agustina,","Ediciones Vigía,",[between 2008-2013?].,6 unnumbered pages : illustrations ;,"Valero, Elizabeth","Ediciones Vigía,",SEVIER PQ7392 .P65 H46 2013
Sueño conjuros desde el vientre de mi madre.,"Taller Leñateros (San Cristóbal de Las Casas, Mexico)","Taller Leñateros,",c2012.,"167 p. : ill., ports. (some col.) ;","Past, Ámbar. Noriega, Adriana Garcia. Dæhlin, Gitte, 1956-",Litografía Delta.,SEVIER F1221 .T9 S84 2012
Bolom chon /,,"Taller Leñateros,",c2008.,[64] p. : ill. (some col.) ;,"Tzu, María. Vet, Rominka. Méndes Péres, Maruch. Miranda, Sara. Slingsby, Tom. Past, Ámbar.",,SEVIER-OV N7433.4 .B65 2008
Conjuros y ebriedades : cantos de mujeres mayas /,,"Taller Leñateros,",2007.,"10 unnumbered pages, 7-190 pages : illustrations ;","Past, Ámbar, Bakbolom, Xalik Guzmán, Hernándes, Petra, Poniatowska, Elena Dæhlin, Gitte, 1956-","Taller Leñateros (San Cristóbal de Las Casas, Mexico),",SEVIER PQ7263 .T96 C66 2007
Painful covenants : thoughts on self portraits /,"Moser, Barry","Pennyroyal Press,",1999.,1 volume (27 unnumbered folded leaves) : portraits. ;,"Studley, Vance,",Pennyroyal (Firm),SCIV-MOSER NE1112 .M67 A4 1999
Hagadah shel Pesaḥ.,,"Trianon Press,",[1966],"135, xxiii pages : chiefly color illustrations ;","Shahn, Ben, 1898-1969, Roth, Cecil, 1899-1970, Benney, Gerald, 1930-2008, Fawcus, Arnold, 1917-1979,","Trianon Press,Atelier Mourlot,Stephen Austin and Sons,Spottiswoode, Ballantyne & Co.,Imprimerie La Ruche,Adine (Firm),Thierry (Firm),",SEVIER-OV BM674.443 .R68 1966
Promissory note /,"Kinnell, Galway, 1927-2014","Center for Editions, School of Art and Design, SUNY],",2007,[10] p. : col. ill. ;,"Schreiber-Noll, Ilse.",Center for Edition Works.,SEVIER-OV PS3521 .I582 P76 2007
Alice's adventures in Wonderland /,"Carroll, Lewis, 1832-1898,","Pennyroyal Press,",1982.,"2 unnumbered leaves, 145 pages, 3 unnumbered leaves, 1 folded leaf of plates : illustrations (some color) ;","Moser, Barry Kincaid, James R. (James Russell), Goodacre, Selwyn Hugh, McGrath, Harold, Larson, Arthur (Printer) Laurens, G. G.,","Gray Parrot, Inc.,Pennyroyal (Firm)",SCIV-MOSER PR4611 .A7 1982
Twelve photographs /,"Witkin, Joel-Peter, 1939-","Kevin Begos,",1993.,[22] leaves : 12 ill. ;,"Kinnell, Galway, 1927-2014 Goodman, Jon. Nelson, Clary. Townsend, Robert E. Hyder, Darrell. Begos, Kevin.",Kevin Begos Publishing.Golgonooza Letter Foundry,SEVIER-OV N7433.4 .W58 T94 1993
"En tierra, hilando vientos /","Castañeda A., Natalia (Castañeda Arbelaez), 1982-","Ediciones Taller Arte Dos Gráfico ;Galería Nueveochenta,",2008.,1 v. (unpaged) : ill. ;,,"Arte Dos Gráfico (Firm : Bogotá, Colombia)",SEVIER N7433.4 .C37 E65 2008
Libro de anatomía /,"Bonnett, Piedad, 1951-","Alonso Garcés Ediciones,",2006.,48 unnumbered pages : color illustrations. ;,"Lizarazo, Luz Angela, Eielson, Jorge Eduardo, 1924-2006, Caldas, Marcela","Arte Dos Gráfico (Firm : Bogotá, Colombia),",SEVIER PQ8180.12 .O56 L53 2006
Ashen sky : twelve engravings /,"Moser, Barry","Pennyroyal Press,",2008.,"4 unnumbered leaves, 16 unnumbered leaves of plates : illustrations ;","Keats, Sami, Studley, Vance, Pliny, the Younger. Gilman, Benedicte,","Keatseye Book Work,Pennyroyal (Firm)",SCIV-MOSER NE1112 .M67 A4 2008
Precipicios /,"Zaldívar, Alfredo, 1956-","Ediciones Vigía,",2013.,12 pages : illustrations ;,"Ruiz Montes, Laura, 1966- Trujillo, Johann E.","Ediciones Vigía,",SEVIER PQ7390 .Z29 P74 2013
Desierto /,"Montalvo, Rey, 1989-","Ediciones Vigía,",[2011].,1 folded leaf : illustrations (some color) ;,"Valero, Elizabeth","Ediciones Vigía,",SEVIER-OV PQ7392 .M66 D47 2011
Las paredes del tiempo /,"Hodelín Santana, Hugo","Ediciones Vigía,",[2009-2013?],78 unnumbered pages : illustrations (some color) ;,"Milián Maura, Gjorge Michel","Ediciones Vigía,",SEVIER PQ7392 .H63 P37 2013
Los azules desconocidos del polvo : libro de viaje: Hispania /,"Burgos, Teresita, 1954-","Ediciones Vigía,",[2012],56 p. : ill. ;,"Ríos, Marialva. Ponce, Agustina.",Ediciones Vigía.,SEVIER-OV PQ7392 .B8 A9 2012
La hilacha /,"Manzano Díaz, Roberto, 1949-","Ediciones Vigía,",2006.,58 p. : ill. (1 fold.) ;,"Estévez Jordán, Rolando, 1950-","Ediciones Vigía,",SEVIER PQ7390 .M183 H55 2006
Ventana tropical /,"Bofill Bahamonde, Karel, 1986-","Ediciones Vigía,",[2012],21 p. : ill. ;,"Estévez Jordán, Rolando, 1950- Mederos, Gladys.",Ediciones Vigía.,SEVIER-OV PQ7392 .B62 V46 2012
Leonard Baskin 1922-2000 : a recollection & an engraving /,"Moser, Barry.","Barbarian Press,",2000.,[8] p. : ill. ;,"Elsted, Jan. Elsted, Crispin, 1947-",Barbarian Press.,SCIV-MOSER PS3563 .O8839 L46 2000
The edge /,"Pirkle, Amy,","Combo Press,",[2013],7 unnumbered leaves : chiefly illustrations ;,"Hughes, Sara Pirkle. Hall, Bill (Artist),","Combo Press,",SOUTHERNCV N7433.4 .P544 E34 2013
Moon musings /,"Sharp, Sharon A.","[Curious Pursuits Press],",[2014?].,"5 leaves : color illustrations, maps ;",,"Curious Pursuits Press,",SOUTHERNCV N7433.4 .S43 M66 2014
Symmetries /,"Sharp, Sharon A.,","Curious Pursuits Press,",[2013],1 volume : illustrations ;,,"Curious Pursuits Press,",SOUTHERNCV N7433.4 .S43 S96 2013
[Balance] /,"Essig, Daniel, 1967-","[Daniel Essig],",[2014?],1 art original ;,,,SOUTHCV-OV N7433.4 .E88 B35 2014
[Endangered] /,"Essig, Daniel, 1967-","[Daniel Essig],",[2014?].,1 art original ;,"Engler, Melissa,",,SOUTHCV-OV N7433.4 .E88 E53 2014
[Fetish-Gar] /,"Essig, Daniel, 1967-","[Daniel Essig],",[2014?].,1 art original ;,,,SOUTHCV-OV N7433.4 .E88 F48 2014
But move not /,"McKnight, Eder J. Williams,","Down Home Girl Studio,",2012.,12 unnumbered pages : illustrations ;,"Sawyer, Suzanne,","Down Home Girl Studio,",SOUTHERNCV PS3613 .M35 B88 2012
Of the material being plenty : too numerous in fact to track /,"Gorham, A.B.,","[AB Gorham],",[2013].,32 unnumbered pages : illustrations (some color) ;,,,SOUTHERNCV N7433.4 .G663 O37 2013
Whipstock /,"Gorham, A.B.,","Small Craft Advisory Press,",2014.,35 pages : illustrations (some color);,,"Small Craft Advisory Press,",SOUTHERNCV N7433.4 .G663 W45 2014
Preservation conversations : selections from interviews with book conservators /,,"Ilene Books,",2014.,89 pages : black and white illustrations ;,"Taylor, Thomasina, 1988- Taylor, Aaron, 1984- Barrios, Pamela Eldridge, Betsy Palmer Etherington, Don Frellsen, Ann Frost, Gary McAfee, Christopher, 1966- Metzger, Chela Minter, William (Conservator) Peachey, Jeffrey Reid-Cunningham, James Yerkes, Larry",Ilene Books and Studio,SOUTHERNCV Z701 .P74 2014
Bits and pieces /,"Taylor, Thomasina, 1988-","Ilene Books,",2012.,18 unnumbered pages : color illustrations ;,,Ilene Books and Studio,SOUTHERNCV N7433.4 .T39 B58 2012
An essay on ancient Peruvian textiles : includes black & white diagrams and a full color illustration /,"Taylor, Thomasina, 1988-","Ilene Books,",2013.,14 unnumbered double leaves : illustrations ;,,Ilene Books and Studio,SOUTHERNCV N7433.4 .T39 A64 2013
A guidebook to ancient Nabatean ruins at Petra : with illustrations and descriptions /,"Taylor, Thomasina, 1988-","Ilene Books,",2013.,26 unnumbered pages : color illustrations ;,,Ilene Books and Studio,SOUTHERNCV N7433.4 .T39 G85 2013
The Kincade chronicles : a visual novel /,"Machacek, Jim,","Bay Park Press,",2013.,"1 volume : color illustrations, map, portraits ;",,"Bay Park Press,Athenaeum Music & Arts Library (La Jolla (San Diego, Calif.)),",SOUTHCV-OV N7433.4 .M354 K56 2013
Pulp /,"Hamrick, Frank, 1977-","Old Fan Press,",[2013].,1 volume (unpaged) : color illustrations ;,,"Old Fan Press,",SOUTHERNCV N7433.4 .H3547 P85 2013
Eight bedrooms /,"Pirkle, Amy,","Perkolator Press,",2013.,"[20] p. : chiefly col. ill., linocuts ;","Hughes, Sara Pirkle,","Perkolator Press,",SOUTHERNCV N7433.4 .P544 E3448 2013
"Bird's bar mitzvah, take 3 : [followed by] Bird's bar mitzvah, take 4 : the album /","Peven, Michael,","Primitive Press,",[2014],12 unnumbered pages : color illustrations ;,,"Primitive Press,",SOUTHERNCV N7433.4 .P48 B57 2014
Entwined nasturtiums.,"Rezny, Mary S.,","[M.S. Rezny Studio & Gallery],",[2013],1 volume : color illustrations ;,,,SOUTHERNCV N7433.4 .R49 E58 2013
I think I have a floater /,"Rezny, Mary S.,","M S Rezny,",[2013].,1 volume (unpaged) : illustrations ;,,,SOUTHERNCV N7433.4 .R49 I3 2013
A rose /,"Rezny, Mary S.,","[Mary S. Rezny],",[2012].,1 volume : color illustrations ;,,,SOUTHERNCV N7433.4 .R49 R6 2012
Cropwork orange /,"Bookwalter, Denise,","Small Craft Advisory Press,",2012.,3 sets of 12 paper discs : color illustrations ;,"Nettles, Bea, 1946- Fichter, Robert.","Small Craft Advisory Press,",SOUTHERNCV N7433.4 .B66 C76 2012
Music for teacups /,"Haviland, Melissa","Small Craft Advisory Press,",2012.,1 folded chain of paper cutout teacups ;,"Colagiovanni, David, Bookwalter, Denise,","Small Craft Advisory Press,",SOUTHERNCV N7433.4 .H38 M87 2012
Disavowal of the matrons.,,"Hybrid Media Graduate Workshop ;Small Craft Advisory Press,",[2011].,36 unnumbered pages : illustrations (some color) ;,"Bookwalter, Denise, Snodgrass, Jay,","Small Craft Advisory Press,",SOUTHERNCV N7433.3 .D58 2011
Jar of diamonds /,"Bookwalter, Denise,","Small Craft Advisory Press,",2011.,1 folded sheet (4 pages) : illustrations ;,"Snodgrass, Jay,","Small Craft Advisory Press,",SOUTHCV-OV N7433.4 .B665 J37 2011
Carte blanche /,"Snodgrass, Jay,","Small Craft Advisory Press,",[2013?].,1 folded sheet (8 unnumbered pages) : color illustrations ;,"Bookwalter, Denise, Snodgrass, Kristine,","Small Craft Advisory Press,",SOUTHERNCV PS3619 .N634 C37 2013
Concentrics /,"Bookwalter, Denise,","Small Craft Advisory Press,",[2012].,"1 folded sheet ([6] printed panels, with 5 numbered pages) : illustration (letterpress) ;","Snodgrass, Jay,","Small Craft Advisory Press,",SOUTHERNCV N7433.4 .B66 C66 2012
Experiments in paper : a curated exploration of invasive plants in Alabama as based on early botanicals /,"Barber, Kate.","Lost Arch papermill & Fifth Floor Studios, The University of Alabama, Tuscaloosa,",2013.,[12] folded sheets : col. ill. ;,,,SOUTHERNCV N7433.4 .B354 E97 2013
Fission /,"Barber, Kate,","[Kate Barber],",[2014].,"8 unnumbered double leaves, 3 inset unnumbered pages : color illustrations ;",,,SOUTHERNCV N7433.4 .B354 F57 2014
Art champs /,"Schick, Ashley L.","Capybara Press,",[2014].,"18 double leaves : color illustrations,",,"Capybara Press,",SOUTHERNCV N7433.4 .S354 A78 2014
12:38 - 14:16 /,"Deeg, Daniela,","Etc. Press,",[2006].,7 unnumbered double leaves : color illustrations ;,"Lollis, Cynthia,","Etc. Press,",SOUTHERNCV N7433.4 .D44 T94 2006
A pocket guide to the Haab calendar glyphs /,"Taylor, Thomasina, 1988-","Ilene Books,",[2012].,25 unnumbered pages : color illustrations ;,,Ilene Books and Studio,SOUTHERNCV N7433.4 .T39 P63 2012
"ABC, the artists' books conference : June 15-18, 2005, keynote addresses.",,"Jenny-Press,",c2005.,55 p. ;,"Rossman, Jae Jennifer. Bright, Betty. Dimunation, Mark G.",Jenny-Press.,SOUTHERNCV N7433.3 .B657 2005
The activated page : handmade paper and the artist's book /,,"Jenny-Press,",c2007.,89 p. : [5] mounted samples ;,"Rossman, Jae Jennifer.",Jenny-Press.,SOUTHERNCV N7433.3 .A365 2007
"At the turn of the centuries : the influence of early 20th century book arts on contemporary artists' books : three essays adapted from conference presentations given at Yale University on April 13, 2007.",,"Jenny-Press,",2010.,48 p. : col. ill. ;,"Rossman, Jae Jennifer. Bury, Stephen, 1954- Reed, Marcia, 1945- Lorenz, Angela.",Jenny-Press.,SOUTHERNCV N7433.3 .A6 2010
By chance : serendipity and randomness in contemporary artists' books /,"Price, Robin (Glenna Robin)","The Jenny-Press,",2004.,29 p. ;,"Rossman, Jae Jennifer,","Jenny-Press,",SOUTHERNCV N7433.3 .P75 2004
Shame /,"Leeb, Susan,","Susan Leeb,",2005.,1 volume (5 leaves) : color illustrations ;,"Goethe, Johann Wolfgang von, 1749-1832.",,SOUTHERNCV N7433.4 .L44 S53 2005
Flag book : interaction towards a better world /,"Lopes, Fernando (Artist)","Nexus Press,",1996.,1 v. : chiefly ill. ;,,Nexus Press.Nexus Contemporary Art Center.Atlanta Committee for the Olympic Games.,SOUTHERNCV N7433.4 .L65 F45 1996
Otherspace : Martian ty/opography /,"Drucker, Johanna, 1952-","Nexus Press ;Interplanetary Productions,",[1992].,84 pages : illustrations (some color) ;,"Freeman, Brad, 1951-","Nexus PressInterplanetary Productions,",SOUTHERNCV N7433.4 .D78 O83 1992
Joni Mabe's museum book : the first museum in book form.,,"Nexus Press,",1988.,[40] p. (on double leaves) : chiefly col. ill. ;,"Mabe, Joni Lee, 1957-",Nexus Press.,SOUTHCV-OV N7433.4 .M224 J66 1988
"Joni Mabe's classic postcard book : from her museum of obsessions, personalities, & oddities.","Mabe, Joni Lee, 1957-","Nexus Press,",1993.,[66] p. : chiefly ill. ;,,,SOUTHERNCV NC1879 .M33 A4 1993
Admeasure /,"Ray, Michelle (Book artist),","Michelle Ray,",[2011].,"24 unnumbered pages : color illustrations, map ;",,,SOUTHERNCV N7433.4 .R39 A36 2011
The cave protection act of 2013 /,"Ray, Michelle (Book artist),","Small Craft Advisory Press and formLab,",2013.,"1 volume (unpaged) : color illustrations, engravings ;",,"Small Craft Advisory Press,",SOUTHERNCV N7433.4 .R387 C38 2013
"Observations of anxiety, distance, scale and language : containing an account in which I hide in a basement full of Judaica books and explore from a place of relative safety, destruction in miniature / by Michelle Ray ; embellished with stone lithography, photopolymer images and text on handmade paper.","Ray, Michelle,","[Michelle Ray],",2011.,"[14] p. : col. ill., map ;",,,SOUTHERNCV N7433.4 .R39 O27 2011
To come upon a street /,"Gorham, A.B.,","[Michelle Ray],",2011.,1 volume (unpaged) : illustrations (some color) ;,"Ray, Michelle,",,SOUTHERNCV N7433.4 .G663 T6 2011
Immortals : poetry /,"Altice, Nathan.","VCUarts, Bowe House Press,",[2013].,15 (6 in. x 6 in. x 6 in.) triangular panels ;,"Mahoney, Jamie.",VCUarts Bowe House Press.Virginia Commonwealth University.,SOUTHERNCV N7433.4 .A474 I44 2013
Conversation too /,"Dufresne, John","The Jaffe Center for Book Arts at the Florida Atlantic University Libraries,",[2013].,22 pages : illustrations (some color) ;,"Hettich, Michael, Peralta, Yaddyra, Snyder, Kari Tan, Laura, Virgin, Tom","Jaffe Center for Book Arts,",SOUTHCV-OV N7433.3 .C66 2013
Treading the maze : an artist's book of daze /,"King, Susan Elizabeth, 1947-","Montage 93, International Festival of the Image :Visual Studies Workshop Press,",1993.,"36 p., [19] leaves of plates : ill. (some col.), maps ;","O'Mara, Allwyn,",Visual Studies Workshop.,SOUTHERNCV N7433.4 .K57 T74 1993
Fragments for a body of knowledge /,,"FHP Hippodrome Gallery,",[1992],1 folded sheet ([24] pages) : illustrations (some color) ;,"Hoyt, Shelley. King, Susan Elizabeth, 1947- Lyons, Joan, 1937- Robinson, Sue Ann.",Visual Studies Workshop.FHP Hippodrome Gallery.,SOUTHCV-OV N7433.35 .U6 F73 1992
Contemporary art appreciation 101 : how to understand what's contemporary art and what's snot /,"Bronsteen, Earl.","Art Publishers Inc. [Earl Bronsteen],",c2006.,304 p. : ill. (some col.) ;,,,SOUTHCV-OV N7433.4 .B754 C65 2006
Duck blind /,"Kelly, Bill, 1948-","Brighton Press,",2013.,1 volume (unpaged) : illustrations (some color) ;,"Burgess, Michele, Herman, Chelsea, Martin, Nelle,","Brighton Press,",SEVIER-OV PS3611 .E4458 D8 2013
Grave deposits /,"Kaschnitz, Marie Luise, 1901-1974,","Brighton Press,",[2010],28 unnumbered leaves : chiefly illustrations. ;,"Burgess, Michele, Martin, Nelle, Mueller, Lisel, Hannan, Miya, 1969- Jones, Sonja,","Brighton Press,",SEVIER-OV PT2621 .A73 G73 2010
Homage to Goya : caprichos & elegies /,"Rothenberg, Jerome, 1931-","Brighton Press,",2008.,28 unnumbered leaves (accordion folded) : illustrations ;,"Tyson, Ian, 1933- Martin, Nelle,","Brighton Press,Twinrocker Handmade Paper,",SEVIER-OV PS3568 .O86 H663 2008
Herbarium /,"Kaschnitz, Marie Luise, 1901-1974.","Brighton Press,",2010.,16 unnumbered leaves : color illustrations ;,"Burgess, Michele. Mueller, Lisel. Martin, Nelle. Hannan, Miya, 1969- Takiguchi, Garrett, Abbadi, Jinane, Jones, Sonja.","Brighton Press,",SEVIER-OV PT2621 .A73 H47 2010
An outline of reparation.,"Kelly, Bill, 1948-","Brighton Press,",2006.,11 unnumbered double leaves : color illustrations ;,"Renner, James, Burgess, Michele, Jones, Sonja,","Brighton Press,Cave Paper (Firm),F. J. Head & Co.,",SEVIER PS3611 .E4458 O98 2006
The diener /,"Serpas, Martha,","Brighton Press,",[2011].,13 unnumbered leaves (accordion folded) : illustrations ;,"Burgess, Michele, Martin, Nelle, Renner, James, Fox, Tom, 1961-","Brighton Press,",SEVIER-OV PS3619 .E77 D54 2011
Shirley Jones and the Red Hen Press : a bibliography /,"Patkus, Ronald D.","Vassar College,",2013.,"79 p. : col. ill., col. ports. ;","Jones, Shirley, 1934 November 14- Russem, Michael,","Vassar College.University of Vermont.Smith College.Swarthmore College.Kat Ran Press,Acme Bookbinding,",SEVIER-OV N7433.4 .J66 A4 2013
Genetics lesson /,"Fessler, Ann.","Nexus Press,",c1992.,[25] p. (some folded) : ill. ;,,,SOUTHERNCV N7433.4 .F47 G46 1992
Mine fields /,"Burke, Bill, 1943-","Nexus Press,",1995.,114 unnumbered pages : illustrations (some color) ;,,Nexus Press,SOUTHCV-OV TR820.6 .B875 1995
The Anti-Warhol Museum : proposals for the socially responsible disposal of Warholia /,"O'Connell, Bonnie P.","Nexus Press,",1993.,1 v. (unpaged) : ill. ;,,Nexus Press.,XXN7433.4 .O25 A4 1993
Lupus viator ... /,"Berner, Darya von.","Nexus Press,",c1997.,[220] p. : all ill. (some col.) ;,,Nexus Press.Atlanta Committee for the Olympic Games.,SOUTHCV-OV N7433.4 .B465 L8 1997
Particle theory /,"Deschamps, F.","Nexus Press,",♭1991.,77 pages : illustrations ;,"Mohns, J. Freeman, Brad, 1951-",Nexus Press.Borowsky Center for Publication Arts.,SOUTHERNCV N7433.4 .D475 P37 1991
Bobby : book nr. 100 /,"Smith, Keith A., 1938-","Nexus Press,",[1985],44 unnumbered pages : chiefly color illustrations ;,,Nexus Press,SOUTHCV-OV N7433.4 .S64 A62 1985
Rough rider /,"Trautwein, Paul.","Nexus Press,",1991.,1 v. (unpaged) : all col. ill. ;,,Nexus Press.,SOUTHERNCV N7433.4 .T63 R68 1991
Interference /,"Zimmermann, Philip.","Nexus Press,",1982.,[20] pages : chiefly illustrations (some color) ;,,Nexus Press.,SOUTHCV-OV N7433.4 .Z55 I58 1982
Desire and the importance of failure : lo spirito della storia naturale /,"Keeley, Shelagh, 1954-","Nexus Press,",c1996.,1 v. (unpaged) : ill. (some col.) ;,"Esch, Deborah, 1954-",Nexus Press.Atlanta Committee for the Olympic Games.,SOUTHCV-OV N7433.4 .K436 D4 1996
How books work /,"Chen, Julie,","Flying Fish Press ;Center for Book and Paper, Columbia College,",2010.,16 p. : col. ill. ;,"Meador, Clifton,","Flying Fish Press,Columbia College (Chicago, Ill.).",SEVIER N7433.4 .C436 H68 2010
Footprints /,"Jones, Shirley, 1934 November 14-","[Red Hen Press],",[2000?],1 volume (unpaged) : illustrations (mezzotints) ;,,"Red Hen Press,Gregynog Press,",SEVIER-OV N7433.4 .J66 F66 2000
The wolf's bane /,"Phillips, Betsy,","Nashville Limited Edition Club,",2014.,"292 pages, [6 unnumbered leaves] : black and white illustrations ;","Coatney, Bryce, (Illustrator), Cox, Carrie, (Artist), Crouch, Jessica Owings, Kelley, Megan, Patterson-Marx, Lesley, 1975- Knowles, Jennifer,","Brown Dog Bindery,Nashville Limited Edition Club,",SOUTHERNCV N7433.3 .W65 2014
The effects of plant taxonomy on the flora of the Amazon Basin /,"Diehn, Gwen, 1943-","[Gwen Diehn],",[1996],1 volume (unpaged) : color illustrations ;,,,SOUTHERNCV N7433.4 .D53 E44 1996
Damaged Spring : pink noire /,"Drucker, Johanna, 1952-","Johanna Drucker,",2003],[26] p. : ill. ;,,,XXPS3554 .R68 D3 2003
"History of the/my word : fragments of a testimonial to history, some lived and realized moments open to claims of memory.","Drucker, Johanna, 1952-","Granary Books,",©1995.,1 volume (unpaged) : illustrations ;,,Granary Books (Firm)Press Collection (Library of Congress),XXPS3554 .R68 H57 1995
Prove before laying /,"Drucker, Johanna, 1952-","Druckwerk,",1997.,1 v. (unpaged) ;,,Druckwerk (Press),XXN7433.4 .D78 P76 1997
"Howard Finster's vision of 1982 : vision of 2.00 light years away, space born of three generations from earth to the heaven of heavens.","Finster, Howard.","Howard Finster,",1982.,100 pages : illustrations ;,,,XXNK839 .F5 A35 1982
Bill with a beat /,"Herring, Neill,","[Neill Herring?],",[1990],8 unnumbered pages : illustrations (some color) ;,,,SOUTHERNCV N7433.4 .H477 B55 1990
Harold /,"Herring, Neill,","[Neill Herring?],",[between 1980 and 1999?],20 unnumbered pages : color illustrations ;,,,SOUTHERNCV N7433.4 .H477 H37 1999
Power poem /,"Laxson, Ruth.","R. Laxson],",c1980.,[16] p. : ill. ;,,,XXN7433.4 .L39 P68 1980
They shall cast out demons /,"Burke, Bill, 1943-","Nexus Press,",1983.,29 pages : chiefly illustrations (some color) ;,,,XXN7433.4 .B87 T43 1983
Instructions for assembly : three how-to projects that will improve your life /,"Barton, Carol June.","Nexus Press,",©1993.,32 unnumbered pages : color illustrations ;,,,XXN7433.3 .B26 1993
New doors /,"Meador, Clifton.","Nexus Press,",1985.,14 unnumbered leaves : all illustrations ;,,,XXN7433.4 .M43 A4 1985
"Rising, converging /","Meador, Clifton.","Nexus Press],",1988.,[32] p. : all col. ill. ;,,Nexus Press.,XXN7433.4 .M42 R57 1988
Stampland /,"Meador, Clifton.","[C. Meador],",1988.,[24] pages : illustrations ;,,Nexus Press.,XXN7433.4 .M3 S75 1988
In celebration of the discovery of the Abandoned Star Factory /,"Horton, David, active 1982,","Nexus Press,",[1982],24 unnumbered pages : chiefly illustrations (some mounted) ;,"Freed, Arthur,","Nexus Press,",SOUTHERNCV N7433.4 .H658 A4 1982
Codex aeroscriptus Ehrenbergensis.,"Ehrenberg, Felipe.","Nexus Press,",1990.,9 unnumbered leaves : color illustrations ;,,,XXN7433.4 .E345 C63 1990
The tornado treaty /,"Geiser, Janie.","Nexus Press,",c1985.,84 unnumbered pages : all color illustrations ;,,Nexus Press.,SOUTHERNCV N7433.4 .G42 T67 1985
The day of the rope /,"Hamilton, Kevin.","Nexus Press,",©1990.,4 unnumbered leaves : color illustrations ;,,,XXN7433.4 .H2 D2
Parallel /,"Osborn, Kevin, 1951-","Nexus Press,",[198-?],[36] pages : all color illustrations ;,,Nexus Press.,XXN7433.4 .O83 A4 1980z
Oostamera /,"Emanuel, Martin.","Nexus Press,",c1991.,77 unnumbered pages : illustrations ;,,,SOUTHERNCV N7433.4 .E48 O57 1991
Space probes : the influences of space exploration on contemporary art /,,"Nexus,",1981.,20 unnumbered pages : all color illustrations ;,"Reagan, Michael. Goodman, Michael (Printer)","Nexus, Inc.",SOUTHERNCV N5020 .A87 S63 1981
Money /,"DeCoster, Miles.","Nexus Press,",©1984.,36 unnumbered pages : color illustrations ;,,,XXN7433.4 .D424 M66 1984
Television /,"DeCoster, Miles,","[publisher not identified],Concert Typographers.",[1985],62 unnumbered pages : illustrations (some color) ;,,,SOUTHERNCV N7433.4 .D424 T44 1985
Ossabaw /,"Marshall, Nancy, 1946-","Nexus Press,",[1982],24 unnumbered pages : chiefly illustrations ;,"Goodman, Michael (Printer) Day, Annette Allyn, Prankard, William,",Nexus Press,SOUTHCV-OV N7433.4 .M378 O87 1982
Printer's devil /,"Hastings, Pattie Belle.","Nexus Press,",[1986?],17 unnumbered leaves : chiefly illustrations ;,,Nexus Press.,SOUTHERNCV N7433.4 .H3957 P75 1986
Motorcycles from around the world /,"Trautwein, Paul.","Nexus Press,",1991.,1 folded sheet : color illustrations ;,,Nexus Press.,SOUTHERNCV N7433.4 .T69 M68 1991
Long story short : home is where the heart is /,"Zimmermann, Philip.","Nexus Press ;Space Heater Editions,",c1999.,1 volume (154 unnumbered pages) : chiefly color illustrations ;,,Nexus Press.Space Heater Editions.,SOUTHCV-OV N7433.4 .Z55 L66 1999
(Ho + go)² = it /,"Laxson, Ruth,","Nexus Press,",1986.,36 unnumbered pages : all color illustrations ;,"Meador, Clifton,","Nexus Press,",SOUTHCV-OV N7433.4 .L39 H6 1986
AT lanta 1945+50 /,"Ohtake, Shinro, 1955-","Nexus Press,",©1996.,1 volume (unpaged) : all color illustrations ;,,Nexus Press.,XXN7433.4 .O38 A8 1996
Tropos /,"Osborn, Kevin, 1951-","Osbornbook,",1988,88 unnumbered pages : color illustrations ;,,,XXN7433.4 .O83 A4 1988
Little tyrannies /,"Laxson, Ruth,","Ruth Laxson, Press 63+,",[1990],1 volume (unpaged) : illustrations ;,,"Press 63+,",SOUTHERNCV N7433.4 .L39 L58 1990
Things that dream : contemporary calligraphic artists' books /,,"Stanford University Libraries in association with Fundación Federico García Lorca, Fundación Pablo Neruda,",c2012.,"xxxiii, 529 p. : ill. (chiefly col.) ;","Neruda, Pablo, 1904-1973 García Lorca, Federico, 1898-1936 Neri, Manuel, 1930- Ingmire, Thomas. Dimunation, Mark G. Nixon, Bruce.",Stanford University.Fundación Federico García Lorca.Fundación Pablo Neruda.,SEVIER-OV N7433.3 .T43 2012
Harvest /,"Hamrick, Frank, 1977-","Old Fan Press,",c2011.,1 v. (unpaged) : ill. ;,,"Green Street Press (Athens, Ga.)",SOUTHERNCV XXN7433.4 .H36 H37 2011
The scarlet letter /,"Hamrick, Frank, 1977-","Old Fan Press,",between 2008 and 2014.,1 volume (unpaged) ;,"Hawthorne, Nathaniel, 1804-1864.","Old Fan Press,",SOUTHERNCV N7433.4 .H3547 S33 2014
